Barcode_i	Barcode_j	C_ij.HetDipl	C_ij.NoDrug	C_ij.DMSO	C_ij.MMS	C_ij.4NQO	C_ij.BLMC	C_ij.ZEOC	C_ij.HYDX	C_ij.DXRB	C_ij.CMPT	C_ij.CSPL	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
SGS1_donor_2	CSM2_recipient_1	3620	5670	5140	3520	3845	7724	7741	5900	5238	2647	4333	0.451076237	0.400636108	0.384921705	0.393254435	0.216239461	0.312357153	0.229734661	0.362977218	0.045072187	0.224281214	NA	no	DNA_repair	DNA_repair	0.101864	0.162683	ALLEVIATING	ALLEVIATING
SGS1_donor_2	RAD57_recipient_1	3850	3375	4505	1905	2100	7085	4925	6516	1614	3815	3819	0.305449753	0.620413308	0.226087553	0.248448339	0.360397861	0.406123548	0.561300323	0.135341285	0.536425629	0.417294615	NA	no	DNA_repair	DNA_repair	0.065693	0.170571	ALLEVIATING	ALLEVIATING
SGS1_donor_2	RAD59_recipient_1	9905	8805	9425	5710	6190	16936	13233	13788	8387	4599	8458	0.116337268	0.141300662	0.169068184	0.114171151	0.318729406	0.167688348	0.228609963	0.093912179	0.205273518	0.085558271	NA	no	DNA_repair	DNA_repair	-0.00633	-0.006341	NEUTRAL	NEUTRAL
SGS1_donor_2	RAD5_recipient_1	3125	4050	4420	1930	1785	8278	5241	6150	3298	2292	3657	0.509624431	0.706167673	0.30984696	0.320480476	0.802679692	0.512206343	0.628771147	0.344874039	0.207174356	0.495051757	NA	no	DNA_repair	DNA_repair	0.056341	0.100412	ALLEVIATING	ALLEVIATING
SGS1_donor_2	RAD5_recipient_2	7470	7225	6520	3755	2635	11440	8800	10830	7663	6716	7568	0.400421277	0.394024487	0.251597791	0.184363825	0.391041569	0.367418537	0.499314084	0.421494313	0.383763172	0.465426467	NA	no	DNA_repair	DNA_repair	0.056341	0.100412	ALLEVIATING	ALLEVIATING
SGS1_donor_2	RAD61_recipient_1	2200	2475	2310	1415	1430	6959	5396	4397	2726	995	2484	0.199282143	0.15839132	0.13953256	0.146137969	0.858392667	0.484907628	0.539798148	0.182277561	0.186296504	0.250814414	NA	no	DNA_repair	DNA_repair	0.03024	-0.011714	NEUTRAL	NEUTRAL
SGS1_donor_2	RTT101_recipient_1	1755	40	210	295	300	989	788	926	196	166	314	-0.123368801	-0.060832415	0.062460935	0.0649674	-0.247452824	-0.327015603	-0.072041527	-0.059486559	0.016000556	-0.045668938	NA	no	DNA_repair	DNA_repair	-0.061022	-0.030251	AGGRAVATING	AGGRAVATING
SGS1_donor_2	RTT101_recipient_2	1665	100	65	345	490	2902	2580	2500	520	580	660	-0.155756476	-0.19398971	0.075389294	0.119893425	0.617018017	0.580489876	0.5621323	0.086384647	0.192996508	0.049283386	NA	no	DNA_repair	DNA_repair	-0.061022	-0.030251	AGGRAVATING	AGGRAVATING
SGS1_donor_2	RTT107_recipient_1	1785	85	85	310	90	2530	2192	203	206	572	531	-0.486158818	-0.540271546	-0.017244907	-0.226409493	-0.219778823	-0.406746624	-0.780204169	-0.231946826	0.097426811	-0.289805407	NA	no	DNA_repair	DNA_repair	-0.171717	-0.124894	AGGRAVATING	AGGRAVATING
SGS1_donor_2	SGS1_recipient_1	30	1	1	1	1	4	2	2	2	2	2	-0.295012416	-0.374120056	-0.065213981	-0.087046605	-1.063233683	-0.892628715	-0.646105941	-0.227221599	-0.058287874	-0.192616164	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
SGS1_donor_2	SHU1_recipient_1	4635	6580	5810	3940	3715	9432	7836	7314	7224	4327	6529	0.416296545	0.349808992	0.333426206	0.333688309	0.269720898	0.226863564	0.198102566	0.485429433	0.223878536	0.452944406	NA	no	DNA_repair	DNA_repair	0.100896	0.210033	ALLEVIATING	ALLEVIATING
SGS1_donor_2	CSM2_recipient_2	6810	16350	15310	8990	11025	11471	14217	9501	14572	5673	13505	0.625540605	0.67778883	0.484327001	0.502682639	0.002191729	0.241686609	-0.128021545	0.458046043	-0.022766878	0.471611435	NA	no	DNA_repair	DNA_repair	0.101864	0.162683	ALLEVIATING	ALLEVIATING
SGS1_donor_2	SHU1_recipient_2	3770	5925	5395	3480	3545	8893	8134	6635	5427	3630	5979	0.436143726	0.381276759	0.343606989	0.285574413	0.39912449	0.36958426	0.218574557	0.328483656	0.181469717	0.509597367	NA	no	DNA_repair	DNA_repair	0.100896	0.210033	ALLEVIATING	ALLEVIATING
SGS1_donor_2	SHU2_recipient_1	6675	4605	3935	2585	2775	7836	8938	17663	6078	4153	5179	0.175183484	0.1401278	0.13327353	0.129904742	0.176156639	0.262846822	1.382946739	0.267652984	0.1481773	0.23750647	NA	no	DNA_repair	DNA_repair	0.089095	0.197963	ALLEVIATING	ALLEVIATING
SGS1_donor_2	SHU2_recipient_2	8885	11665	11480	7540	7945	19053	16607	14242	12343	6274	9818	0.425952703	0.442903887	0.350689051	0.310223906	0.521799895	0.506107214	0.339114282	0.451620195	0.09476755	0.268189395	NA	no	DNA_repair	DNA_repair	0.089095	0.197963	ALLEVIATING	ALLEVIATING
SGS1_donor_2	SLX4_recipient_1	8700	25	25	25	25	148	99	138	44	31	28	-0.725034834	-0.793117004	-0.290141526	-0.362309196	-1.192344327	-0.960642952	-0.909366477	-0.555407805	-0.23839647	-0.600768956	NA	no	DNA_repair	DNA_repair	-0.825883	-0.405419	AGGRAVATING	AGGRAVATING
SGS1_donor_2	SRS2_recipient_1	4675	15	15	15	5	81	60	73	18	21	18	-0.534152064	-0.619284204	-0.213401585	-0.201047496	-1.43603542	-1.308714624	-0.908970947	-0.518233849	-0.160650012	-0.525148692	NA	no	DNA_repair	DNA_repair	-0.796974	-0.353215	AGGRAVATING	AGGRAVATING
SGS1_donor_2	SRS2_recipient_2	5945	15	15	25	15	88	69	89	18	21	18	-0.563107061	-0.650102214	-0.229385526	-0.215002876	-1.262496035	-1.279349049	-0.820819186	-0.551729846	-0.165429152	-0.536963223	NA	no	DNA_repair	DNA_repair	-0.796974	-0.353215	AGGRAVATING	AGGRAVATING
SGS1_donor_2	YBR259W_recipient_1	12600	16790	15595	12080	9055	24442	21822	20854	16518	13021	13102	0.214531745	0.19609049	0.175893927	0.034696746	0.183015277	0.197402375	0.0784042	0.249358155	0.271555572	0.089307942	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YCL047C_recipient_1	4085	2530	2470	1850	1455	5431	4434	4151	2829	2218	2437	0.18677547	0.192198133	0.142068151	0.105570123	0.474393282	0.374622179	0.345855143	0.204006825	0.166432611	0.158694841	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YDL027C_recipient_1	5090	4685	5030	3535	3010	10747	7771	8345	4588	4208	4225	0.166758494	0.252920103	0.151197918	0.11830854	0.488464697	0.258276507	0.395188935	0.136901001	0.167549244	0.116359963	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YDL027C_recipient_2	8145	9230	8535	7655	6095	17188	14046	12900	9552	5496	7927	0.17717516	0.164099905	0.226398119	0.151717811	0.496840957	0.357559496	0.259950853	0.220953475	0.061108513	0.138287357	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	CSM3_recipient_1	3390	115	115	890	805	2891	2140	2553	717	804	641	-0.241094544	-0.256022953	0.053614424	0.057714018	-0.226890718	-0.125658104	-0.002543779	-0.097483958	0.064786526	-0.115993695	272981	no	DNA_repair	DNA_repair	-0.098577	-0.106551	AGGRAVATING	AGGRAVATING
SGS1_donor_2	YFR057W_recipient_1	11380	11025	11075	10100	7195	17738	13755	18517	11490	6961	7609	0.159060143	0.214202739	0.288848847	0.121773238	0.277837145	0.043217421	0.378626968	0.17460329	0.057007849	-0.004685322	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YKR011C_recipient_1	4980	7030	6875	5415	4695	10165	9556	9127	6312	4052	5471	0.162625214	0.164985424	0.172416741	0.107834321	0.143346178	-0.029774588	0.214535581	0.157647029	0.075054192	0.084236496	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YKR011C_recipient_2	5255	4775	4900	4230	3465	9641	8256	7746	3945	3773	4005	0.005474192	0.044415601	0.129792994	0.073541768	0.105105861	0.099399261	0.142723255	-0.134822053	0.028561248	-0.059353745	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YLR179C_recipient_1	5190	6870	7140	5395	4375	12020	8950	9337	6820	5331	6486	0.011750748	-0.005114347	0.117016846	-0.023084987	0.276409072	0.188846736	-0.018833706	0.046039625	0.145929075	0.085301664	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YLR179C_recipient_2	6715	8040	6980	5235	4385	15090	12148	11857	7423	4610	5900	0.168572419	0.103572862	0.093473877	0.059848309	0.479815248	0.38407356	0.215435239	0.156798352	0.050030299	-0.004203655	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YLR356W_recipient_1	10495	11105	10765	8820	8090	15962	14761	15921	11142	6677	9216	0.186830225	0.213852163	0.184653546	0.133069982	0.411271124	0.339259899	0.342683312	0.189902278	0.101400719	0.103770652	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	YLR356W_recipient_2	6745	5485	4960	4085	3220	10827	6012	8469	5683	3608	5050	0.143453861	0.141568941	0.127183877	0.075205977	0.315131809	0.173462722	0.243295109	0.145822618	0.105826452	0.091364765	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	CSM3_recipient_2	1200	30	30	320	370	1266	1165	1210	295	323	245	-0.259527846	-0.279989366	0.040398496	0.073638288	0.056196298	0.225371077	0.266019853	-0.059190132	0.099079374	-0.098922132	272981	no	DNA_repair	DNA_repair	-0.098577	-0.106551	AGGRAVATING	AGGRAVATING
SGS1_donor_2	FLO8_recipient_1	5575	5150	5130	4035	2990	11257	8800	10029	5233	3962	4004	0.120027759	0.144845847	0.150336249	0.055725552	0.311928431	0.202156245	0.425266889	0.111627241	0.080917886	-0.025307977	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	FLO8_recipient_2	3320	4885	5140	4310	3645	10351	8309	7372	3743	2420	2825	0.188506705	0.302448098	0.304991172	0.216334405	1.077605483	0.653746242	0.385630578	0.035153607	-0.01260895	-0.140197011	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SGS1_donor_2	GAL2_recipient_2	5180	7475	6240	5675	4745	13258	12359	13130	6666	6282	6955	0.202932984	0.04425933	0.204071636	0.124752679	0.742906018	0.568269358	0.74568421	0.157442348	0.266517098	0.273298873	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	APT2_recipient_1	1912	1321	1183	1119	1138	1709	1616	1578	1471	1732	1423	0.215137047	0.189450088	0.216625165	0.169229625	0.262632807	0.252965168	0.250808782	0.266878663	0.333496016	0.222568977	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	GAL2_recipient_1	1155	802	821	849	936	951	667	892	980	1046	914	0.011300025	0.021805652	0.158268557	0.160613826	0.033600588	-0.134648656	0.040496961	0.136959665	0.178531046	0.059887979	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	HO_recipient_1	2104	2000	1981	1499	2000	1174	2632	1469	1659	1884	1631	0.071684304	0.035150021	0.054182804	0.100556776	-0.184423726	0.040317757	-0.077116445	0.0306653	0.116211053	-0.045221086	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	HO_recipient_2	2109	2233	1882	2109	2268	2003	3066	2030	2469	3058	2721	0.136717685	0.011492841	0.245963292	0.196291749	0.050708393	0.294874918	0.087742959	0.241107603	0.360119833	0.223546395	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	MAG1_recipient_1	209	105	135	20	120	134	175	148	131	157	137	-0.077358889	-0.004335382	-0.058778379	0.020815993	0.054057328	0.124380726	0.104970674	0.041386246	0.101376281	0.03917306	NA	no	DNA_repair	DNA_repair	-0.011899	-0.160333	NEUTRAL	AGGRAVATING
SHU1_donor_1	MAL13_recipient_1	1831	1258	1043	954	1175	1380	1368	1358	1375	1659	1301	0.115409085	0.026185699	0.082303906	0.118718957	0.084302082	0.073763396	0.11049677	0.156588672	0.239267269	0.105336408	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	MMS1_recipient_1	394	146	172	87	127	297	35	283	196	119	195	0.040167208	0.113499019	0.06847528	0.045944926	0.134795223	-0.429934161	0.151556574	0.185270441	0.09751099	0.015254802	NA	no	DNA_repair	DNA_repair	0.007535	0.042067	NEUTRAL	NEUTRAL
SHU1_donor_1	MMS4_recipient_1	626	311	320	202	255	81	71	380	224	115	278	0.00238284	-0.021985092	0.06443174	0.025086136	-0.425519294	-0.445040995	0.047163973	-0.004801334	-0.038330088	-0.048628871	NA	no	DNA_repair	DNA_repair	-0.050197	-0.016748	AGGRAVATING	NEUTRAL
SHU1_donor_1	MPH1_recipient_1	622	296	331	270	349	185	421	215	270	507	395	0.058306626	0.072962855	0.147680864	0.181573652	-0.167996535	-0.07807007	0.00777334	0.025929452	0.180579308	0.139744252	NA	no	DNA_repair	DNA_repair	-0.055569	0.032753	AGGRAVATING	NEUTRAL
SHU1_donor_1	MUS81_recipient_1	233	101	110	70	85	0	138	96	33	0	0	0.035322136	0.027525668	0.069082307	0.066314176	-0.502017224	0.030530103	-0.018895798	-0.066861592	-0.057837865	-0.309564464	NA	no	DNA_repair	DNA_repair	-0.038049	0.071147	AGGRAVATING	NEUTRAL
SHU1_donor_1	NGL3_recipient_1	8662	7166	7289	6500	8720	6480	5697	6703	7043	7063	7063	0.11024686	0.094765997	0.158500528	0.201710417	0.032758233	-0.007966735	0.07286416	0.138752372	0.179840592	0.077111931	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	CLA4_recipient_1	646	272	271	75	249	340	279	284	206	128	237	0.051234313	0.062877373	-0.066614722	0.068636056	0.074906324	0.015453872	0.047885373	0.034734464	-0.006499243	0.059345732	NA	no	DNA_repair	DNA_repair	0.106566	-0.118079	ALLEVIATING	AGGRAVATING
SHU1_donor_1	NGL3_recipient_2	1612	1654	1641	1665	1642	1395	1930	1522	1703	1854	1770	0.113965207	0.132685135	0.258151129	0.16961328	0.035362157	0.228762545	0.059837482	0.183220312	0.297505723	0.185944649	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	PSY3_recipient_1	1222	1760	1930	1245	1580	2247	2628	2134	1577	1589	2079	0.430468017	0.647470667	0.437454578	0.47244636	0.905643887	0.974003111	0.793319256	0.361809814	0.389023907	0.598388238	NA	no	DNA_repair	DNA_repair	-0.024425	0.095097	NEUTRAL	ALLEVIATING
SHU1_donor_1	PSY3_recipient_2	3949	4135	3475	2355	3070	4479	5490	4913	3752	3126	4625	0.506045338	0.438357314	0.285547325	0.348888318	0.654314417	0.778651963	0.691866352	0.451572637	0.32649053	0.567067163	NA	no	DNA_repair	DNA_repair	-0.024425	0.095097	NEUTRAL	ALLEVIATING
SHU1_donor_1	RAD18_recipient_1	340	50	82	32	0	108	0	117	135	109	83	-0.080249086	-0.006367313	0.016070446	-0.043761197	-0.044333227	-0.26565882	0.03343804	0.075996134	0.009522602	-0.020660852	NA	no	DNA_repair	DNA_repair	-0.04587	0.037224	AGGRAVATING	NEUTRAL
SHU1_donor_1	RAD18_recipient_2	797	392	295	147	20	568	0	450	456	620	459	0.086581219	0.002364334	0.059693463	-0.043452887	0.162357675	-0.450980144	0.104269821	0.112249242	0.223495731	0.139483665	NA	no	DNA_repair	DNA_repair	-0.04587	0.037224	AGGRAVATING	NEUTRAL
SHU1_donor_1	RAD51_recipient_1	216	70	62	62	76	124	111	119	54	49	76	0.062808518	0.02047952	0.10402927	0.11641388	0.119439389	0.10901175	0.11303907	0.039092212	0.032591718	0.064997393	NA	no	DNA_repair	DNA_repair	-0.032974	0.042974	NEUTRAL	NEUTRAL
SHU1_donor_1	RAD52_recipient_1	219	91	77	46	54	209	208	167	89	93	125	0.149850336	0.102484973	0.066477058	0.077932183	0.316708271	0.355178158	0.166530113	0.154031132	0.149612203	0.220075777	NA	no	DNA_repair	DNA_repair	-0.00494	0.023598	NEUTRAL	NEUTRAL
SHU1_donor_1	RAD54_recipient_1	233	55	63	32	63	139	116	102	40	36	83	0.001176739	0.015266769	0.015379158	0.079347531	0.05037856	-0.018412334	-0.030700881	-0.005897039	-0.002964537	0.059297847	NA	no	DNA_repair	DNA_repair	-0.020879	0.10048	NEUTRAL	ALLEVIATING
SHU1_donor_1	RAD54_recipient_2	1540	424	467	335	336	808	646	694	135	217	305	0.009954905	0.026524265	0.069350212	0.036176255	-0.014817622	-0.055225904	-0.030270684	-0.060835866	-0.01116867	-0.073347114	NA	no	DNA_repair	DNA_repair	-0.020879	0.10048	NEUTRAL	ALLEVIATING
SHU1_donor_1	RAD55_recipient_1	833	210	186	119	20	314	382	381	45	124	144	0.082053201	0.053981408	0.041406367	-0.073816348	0.078458586	0.169066533	0.14830844	-0.03263348	0.038643185	0.001536217	NA	no	DNA_repair	DNA_repair	-0.062937	0.034536	AGGRAVATING	NEUTRAL
SHU1_donor_1	CSM2_recipient_1	712	950	1005	595	775	1240	1530	1439	854	982	1073	0.465978652	0.575306608	0.336702618	0.38344853	0.776232652	0.973653578	1.058053778	0.354633298	0.445985727	0.574767768	NA	no	DNA_repair	DNA_repair	-0.018801	0.130111	NEUTRAL	ALLEVIATING
SHU1_donor_1	RAD57_recipient_1	792	351	345	225	263	685	0	569	0	61	402	0.067384207	0.068971402	0.101708511	0.084660641	0.210830549	-0.371324859	0.172192957	-0.13673061	-0.053463558	0.095719376	NA	no	DNA_repair	DNA_repair	-0.0383	0.06977	AGGRAVATING	ALLEVIATING
SHU1_donor_1	RAD59_recipient_1	2535	1648	1828	1133	1730	1393	1448	1202	1679	0	1806	0.078497737	0.090995033	0.117324413	0.129580716	-0.024636069	-0.053042479	-0.069740083	0.088193499	-0.096086342	0.065214691	NA	no	DNA_repair	DNA_repair	-0.030441	-0.005508	NEUTRAL	NEUTRAL
SHU1_donor_1	RAD5_recipient_1	810	433	512	220	15	705	469	0	0	520	341	0.049680428	0.140710115	0.093918778	-0.082519315	0.112360627	-0.01344446	-0.472515481	-0.342374802	0.139323638	-0.023164085	NA	no	DNA_repair	DNA_repair	-0.067512	0.041724	AGGRAVATING	ALLEVIATING
SHU1_donor_1	RAD5_recipient_2	4490	2005	1800	870	130	2504	2172	602	607	2182	2036	0.088313217	0.063451314	0.057161637	-0.053370809	0.078851697	0.059129376	-0.224222003	-0.166029062	0.111578224	0.079911116	NA	no	DNA_repair	DNA_repair	-0.067512	0.041724	AGGRAVATING	ALLEVIATING
SHU1_donor_1	RAD61_recipient_1	663	510	580	335	376	836	1044	537	595	0	708	0.097081047	0.171178898	0.094469733	0.062125783	0.276390652	0.441988857	0.11016409	0.108639917	-0.107117482	0.300453741	NA	no	DNA_repair	DNA_repair	-0.02404	-0.018827	NEUTRAL	NEUTRAL
SHU1_donor_1	RTT101_recipient_1	407	96	68	60	82	201	262	269	166	69	116	0.077906729	0.017812473	0.057847241	0.083472967	0.102148061	0.147500354	0.274096529	0.200968705	0.063592507	0.066703956	NA	no	DNA_repair	DNA_repair	-0.023952	-0.015028	NEUTRAL	NEUTRAL
SHU1_donor_1	RTT101_recipient_2	376	100	50	28	68	142	302	66	117	20	188	0.055737473	-0.060932677	-0.002539321	0.032609613	-0.049797964	0.272593809	-0.178478666	0.123472342	0.003706813	0.170976938	NA	no	DNA_repair	DNA_repair	-0.023952	-0.015028	NEUTRAL	NEUTRAL
SHU1_donor_1	RTT107_recipient_1	497	173	181	35	177	223	352	189	152	22	228	-0.120008762	-0.137058102	-0.064289816	-0.02674047	-0.235873991	-0.207972073	-0.141865567	-0.008786274	-0.082815883	-0.082855273	304171	no	DNA_repair	DNA_repair	-0.05583	-0.104117	AGGRAVATING	AGGRAVATING
SHU1_donor_1	SGS1_recipient_1	1057	656	635	293	435	895	940	536	598	42	406	0.220595823	0.187824996	0.097432031	0.151754103	0.189079582	0.201183698	0.032601539	0.200884096	-0.099719156	0.071971684	NA	no	DNA_repair	DNA_repair	0.100896	0.210033	ALLEVIATING	ALLEVIATING
SHU1_donor_1	SHU1_recipient_1	895	8	7	5	5	12	13	11	10	4	10	-0.49418609	-0.570897301	-0.197591193	-0.255757542	-0.614296875	-0.652139609	-0.525160689	-0.51571829	-0.385576035	-0.534288715	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
SHU1_donor_1	CSM2_recipient_2	1482	2980	2830	1590	2465	2439	3067	2947	2745	2477	2921	0.638794049	0.662187584	0.383205725	0.48311548	0.767234962	0.89201881	0.945127509	0.524220107	0.495783277	0.627843843	NA	no	DNA_repair	DNA_repair	-0.018801	0.130111	NEUTRAL	ALLEVIATING
SHU1_donor_1	SHU1_recipient_2	573	7	6	4	6	11	13	11	8	6	5	-0.56324877	-0.664117659	-0.229074566	-0.411020029	-0.670959137	-0.783732577	-0.582154459	-0.563564455	-0.444714568	-0.604415275	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
SHU1_donor_1	SHU2_recipient_1	1133	845	950	625	615	1177	1108	1525	1123	1177	1132	0.309666473	0.438213789	0.265338626	0.208300025	0.520108263	0.339711655	0.702459814	0.431935537	0.406919519	0.468063093	NA	no	DNA_repair	DNA_repair	-0.040979	0.088563	NEUTRAL	ALLEVIATING
SHU1_donor_1	SHU2_recipient_2	2015	1975	2550	1660	1820	2669	2493	2558	1962	1778	2115	0.320055452	0.568574731	0.370025973	0.290997096	0.555664183	0.44460143	0.530740752	0.283818838	0.1953196	0.316778656	NA	no	DNA_repair	DNA_repair	-0.040979	0.088563	NEUTRAL	ALLEVIATING
SHU1_donor_1	SLX4_recipient_1	1451	1110	1165	260	580	0	0	941	836	962	1060	0.048007753	0.076736649	-0.123417773	-0.105418112	-0.524625645	-0.541445489	0.043402375	0.014083513	0.176820063	0.058953013	NA	no	DNA_repair	DNA_repair	-0.008635	-0.060541	NEUTRAL	AGGRAVATING
SHU1_donor_1	SRS2_recipient_1	689	542	494	385	390	767	744	469	468	232	538	0.206404381	0.137746622	0.197234514	0.189244579	0.303570318	0.168348445	0.0693382	0.121043912	0.047515739	0.161675589	NA	no	DNA_repair	DNA_repair	0.008181	0.051252	NEUTRAL	NEUTRAL
SHU1_donor_1	SRS2_recipient_2	1312	1066	1165	766	939	1212	1299	633	1071	575	835	0.205034919	0.262634483	0.200038329	0.280271063	0.221081205	0.110167454	-0.042417519	0.199781477	0.108106585	0.039786567	NA	no	DNA_repair	DNA_repair	0.008181	0.051252	NEUTRAL	NEUTRAL
SHU1_donor_1	YBR259W_recipient_1	2861	2616	2643	2746	2957	2052	2917	2522	2764	2747	2498	0.101125747	0.115571453	0.253007086	0.223445096	-0.026973358	0.153959404	0.069799682	0.170012326	0.210619695	0.071115065	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YCL047C_recipient_1	1088	519	530	421	445	473	499	499	680	778	557	0.152048035	0.163251619	0.124332347	0.132128199	0.086083786	0.085838222	0.129687219	0.231479549	0.270663567	0.140481379	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YDL027C_recipient_1	1335	784	857	803	874	874	753	588	797	1038	815	0.049786318	0.084557663	0.139979724	0.140151682	-0.009089009	-0.097621556	-0.111146182	0.040067474	0.123177792	0.027719344	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YDL027C_recipient_2	2334	1814	1773	1476	1737	1685	2155	1907	2335	1861	1958	0.081845137	0.076847955	0.084851208	0.118931604	0.05130982	0.166218616	0.140159843	0.2536347	0.126710542	0.129706951	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	CSM3_recipient_1	1209	137	263	183	127	406	238	237	93	0	120	-0.110972536	-0.033542439	-0.001152084	-0.045744821	-0.127990089	-0.200331832	-0.149555203	-0.135942925	-0.090282389	-0.144713673	NA	no	DNA_repair	DNA_repair	-0.020689	0.010267	NEUTRAL	NEUTRAL
SHU1_donor_1	YFR057W_recipient_1	2978	2033	2335	2084	2615	1373	1475	1905	1905	2328	2295	0.089635214	0.187991584	0.21235329	0.272540735	-0.061488069	-0.126606624	0.042812187	0.038778769	0.154390693	0.156132335	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YKR011C_recipient_1	1206	1098	1188	1054	1432	763	1516	1029	1135	970	806	0.014409959	0.047497998	0.119277712	0.239224712	-0.152076892	0.13851273	0.045259877	0.10675617	0.053302882	-0.131046501	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YKR011C_recipient_2	1264	1024	1005	962	1057	972	1151	913	1235	1497	1044	0.10794273	0.092655114	0.167259091	0.169563344	0.02117466	0.083275529	0.049830455	0.20863398	0.312738129	0.091515688	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YLR179C_recipient_1	1155	1333	1400	1226	1492	897	848	1144	1418	1464	1223	0.139789212	0.115170358	0.226562386	0.250227046	-0.073795603	-0.086415567	0.048401124	0.212658597	0.282030905	0.074232353	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YLR179C_recipient_2	1697	1299	1424	1399	1256	1459	1503	1673	1586	1616	1730	0.029830642	0.104404483	0.193921962	0.090748433	0.109586096	0.109891339	0.177606288	0.193846162	0.206915261	0.212006401	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YLR356W_recipient_1	3125	2048	2014	2004	2468	872	1459	1569	2307	2023	1997	0.038224565	0.030620608	0.112170013	0.11408139	-0.14244213	-0.077710909	-0.039956305	0.09520926	0.097741754	0.007543961	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	YLR356W_recipient_2	1916	1011	1025	928	982	1003	556	981	1180	1010	1113	0.047853385	0.07631606	0.090999834	0.07980879	-0.009725377	-0.077009528	0.022802701	0.094669599	0.092536654	0.037018392	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	CSM3_recipient_2	233	82	86	60	59	154	21	110	48	33	98	0.065331065	0.086920768	0.058521559	0.024495257	0.195334038	-0.249954117	0.104312742	-0.026999284	0.016598394	0.111137759	NA	no	DNA_repair	DNA_repair	-0.020689	0.010267	NEUTRAL	NEUTRAL
SHU1_donor_1	FLO8_recipient_1	1296	895	881	823	895	1066	1129	1008	1076	1357	987	0.092566025	0.079235706	0.145334154	0.141055896	0.088663746	0.104141652	0.106658041	0.176184093	0.28369558	0.099104197	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	FLO8_recipient_2	936	1029	1007	979	1113	648	924	896	966	1143	876	0.144693012	0.119882239	0.22712227	0.237351295	-0.088779437	0.020814994	0.058378388	0.163163881	0.286420621	0.050335972	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
SHU1_donor_1	GAL2_recipient_2	1318	1378	1349	1290	1448	781	1328	1106	1405	1743	1200	0.130216935	0.10610839	0.211925505	0.214472374	-0.114267076	0.044790186	0.021663776	0.190011609	0.318745189	0.05653005	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
